step,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,rollout_corr_training_ppl,rollout_corr_training_log_ppl,rollout_corr_kl,rollout_corr_k3_kl,rollout_corr_rollout_ppl,rollout_corr_rollout_log_ppl,rollout_corr_log_ppl_diff,rollout_corr_log_ppl_abs_diff,rollout_corr_log_ppl_diff_max,rollout_corr_log_ppl_diff_min,rollout_corr_ppl_ratio,rollout_corr_chi2_token,rollout_corr_chi2_seq,actor_pg_loss,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,assistant_response_length_mean,assistant_response_length_max,assistant_response_length_min,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_gen,timing_s_reward,timing_s_old_log_prob_entropy,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_gen,timing_per_token_ms_update_actor,timing_per_token_ms_adv,perf_total_num_tokens,perf_time_per_step,perf_throughput,timing_s_save_checkpoint
11,0.11273183429148048,0.002749091938312631,0.00011601069695643673,0.0,1.0828341767191887,0.072623182204552,0.00011601069695643673,0.00048739261524133326,1.0826401263475418,0.07245209137909114,0.0001710904743958963,0.0022870860047987662,0.02750498056411743,-0.013033941388130188,1.0001795552670956,0.0017334111034870148,0.28061236441135406,0.004046200541779399,2.484375,0.30340162652118596,180.56435108184814,187.27734375,132.15058517456055,5e-06,11,0,0.5846049189567566,0.996874988079071,0.0,0.5846049189567566,0.996874988079071,0.0,-0.18979522585868835,2.4748663902282715,-2.4746272563934326,-0.18979522585868835,2.4748663902282715,-2.4746272563934326,1221.390625,4096.0,69.0,0.0078125,110.3828125,1284.0,12.0,1221.390625,4096.0,69.0,0.0078125,0.0,257.9375,475.0,160.0,0.0,4,42,22.6171875,0.125,0.875,4.9375,8,4.6768388748168945,8.0,8,8,3.146938979625702e-05,0.13877554051578045,11.816128270700574,1.2857042958639795,0.0,0.0,0.0,11.816128270700574,0.0,212,3686,14.181848296895623,9.73772257566452e-05,1.7313977759331465,0.0030384212732315063,9.288845755159855,25.2301532253623,3.805011510848999e-05,0.09071273968514132,0.04905545040062452,1.604624815547338e-05,189354,25.2301532253623,3752.533690712077,
12,0.07874296349473298,0.002285600174218416,0.00031518701234745095,0.0,1.0570147708058357,0.052490710630081594,0.00031518701234745095,0.0004994809719391924,1.0566511750221252,0.05222978722304106,0.00026092241296282737,0.002772376923530828,0.02899235486984253,-0.023469291627407074,1.0002746284008026,0.0013161338865756989,0.04848865047097206,0.05002807965502143,3.2890625,0.2848889747070774,180.56435108184814,187.27734375,131.97979354858398,5e-06,12,0,0.7725739479064941,0.9897959232330322,0.0,0.7725739479064941,0.9897959232330322,0.0,-0.626460611820221,1.602488398551941,-2.4748661518096924,-0.626460611820221,1.602488398551941,-2.4748661518096924,757.3359375,3209.0,116.0,0.0,63.1640625,458.0,13.0,757.3359375,3209.0,116.0,0.0,0.0,254.4375,477.0,167.0,0.0,4,42,14.453125,0.0,1.0,6.75,8,6.180591583251953,8.0,8,8,3.167055547237396e-05,0.1337203085422516,4.333542628213763,0.6999744208296761,0.0,0.0,0.0,4.333542628213763,0.0,291,2671,6.678173305466771,9.767524898052216e-05,1.3174725491553545,0.003095541149377823,6.609511910006404,14.633984688669443,3.797188401222229e-05,0.06889047035214693,0.05103594330813318,2.3902500632227005e-05,129507,14.633984688669443,4424.8713783427875,
13,0.049045705469325185,0.002297478473337833,0.0004332455359872256,0.0,1.0420543625950813,0.03999819449381903,0.0004332455359872256,0.00039978369659365853,1.0417435020208359,0.03969162923749536,0.0003065651071665343,0.0023049337905831635,0.02346789836883545,-0.02039550617337227,1.0003177039325237,0.0007744096219539642,-0.006240271031856537,0.010857788962312043,2.921875,0.2777324338765117,180.56435108184814,187.27734375,131.96322631835938,5e-06,13,0,0.7961490750312805,0.9944897890090942,-0.18125000596046448,0.7961490750312805,0.9944897890090942,-0.18125000596046448,-0.15615931153297424,1.369470477104187,-1.6533949375152588,-0.15615931153297424,1.369470477104187,-1.6533949375152588,673.1328125,4096.0,86.0,0.0078125,52.3671875,224.0,12.0,673.1328125,4096.0,86.0,0.0078125,0.0,261.125,456.0,167.0,0.0,4,42,13.2734375,0.0,1.0,6.9375,8,6.369192600250244,8.0,8,8,2.968311309814453e-05,0.13117978535592556,2.2481408957391977,0.5869347877014661,0.0,0.0,0.0,2.2481408957391977,0.0,221,2045,4.597563665360212,0.00010160915553569794,1.2802081890404224,0.0030548274517059326,6.197153417393565,12.10479080863297,3.602728247642517e-05,0.053360147460686534,0.051822163460246394,2.554523938375158e-05,119585,12.10479080863297,4939.573177700586,
14,0.045481137465685606,0.0022054593209759332,0.000218473269342212,0.0,1.0381691306829453,0.036323579639429227,0.000218473269342212,0.0003225378163733694,1.0383021086454391,0.03644336148863658,-0.0001197831425088225,0.0022261840276769362,0.015596907585859299,-0.019776076078414917,0.9998880699276924,0.0008663386106491089,0.08454490453004837,0.016259886557236314,1.49609375,0.2750732420233163,180.56435108184814,187.27734375,132.14702606201172,5e-06,14,0,0.8322095274925232,0.9955000281333923,0.0,0.8322095274925232,0.9955000281333923,0.0,-0.21652768552303314,1.625277042388916,-2.4747328758239746,-0.21652768552303314,1.625277042388916,-2.4747328758239746,561.2109375,2078.0,69.0,0.0,47.515625,192.0,12.0,561.2109375,2078.0,69.0,0.0,0.0,267.0,477.0,160.0,0.0,4,42,12.546875,0.0625,0.9375,7.0,8,6.657675743103027,8.0,8,8,3.1188130378723145e-05,0.1324849519878626,2.0469954032450914,0.5345734693401027,0.0,0.0,0.0,2.0469954032450914,0.0,178,2078,4.33318286202848,0.00010234490036964417,1.1768397595733404,0.003067249432206154,5.461329314857721,11.000836787745357,3.968924283981323e-05,0.06032133169107649,0.05151662860323666,2.8933312884570035e-05,106011,11.000836787745357,4818.315281165405,
15,0.05165373394265771,0.0023429696520906873,0.00046860689712957537,0.0,1.0480853095650673,0.04600971390027553,0.00046860689712957537,0.0004229429769111448,1.0476078689098358,0.045567203778773546,0.0004425091028679162,0.0029870235885027796,0.013661861419677734,-0.02847207337617874,1.0004549697041512,0.000751245766878128,0.023838140070438385,0.03959170274902135,3.8359375,0.292717208628254,180.56435108184814,187.27734375,131.94401931762695,5e-06,15,0,0.7538482546806335,1.368749976158142,0.0,0.7538482546806335,1.368749976158142,0.0,-0.3757795989513397,2.4748666286468506,-2.474865436553955,-0.3757795989513397,2.4748666286468506,-2.474865436553955,934.7578125,3764.0,148.0,0.0,65.875,229.0,12.0,934.7578125,3764.0,148.0,0.0,0.0,265.0625,439.0,174.0,0.0,4,42,15.0625,0.0,1.0,6.5625,8,6.03078556060791,8.0,8,8,4.5802444219589233e-05,0.1305334735661745,2.5159295089542866,0.747273327797302,0.0,0.0,0.0,2.5159295089542866,0.0,439,3764,4.814997315406799,9.935349225997925e-05,1.4748685639351606,0.003009483218193054,7.722868073731661,14.050497205927968,3.6619603633880615e-05,0.040242687489296186,0.050286618919054685,1.959592398727058e-05,153577,14.050497205927968,5465.180261920025,
16,0.05660347605589777,0.001975511149794329,0.00016975633923266287,0.00012886598415207118,1.0387833192944527,0.031166314402071293,0.00016975633923266287,0.0004713028169973654,1.039312943816185,0.03171988279063953,-0.0005535676237968801,0.0027954731326644833,0.023237433284521103,-0.0650484561920166,0.999475996941328,0.0022960565984249115,0.1590012051165104,0.03150857187574729,2.8046875,0.2709396705443359,180.56435108184814,187.27734375,132.0297737121582,5e-06,16,0,0.8082072734832764,0.9909999966621399,0.0,0.8082072734832764,0.9909999966621399,0.0,-0.13794997334480286,1.6200642585754395,-2.4747517108917236,-0.13794997334480286,1.6200642585754395,-2.4747517108917236,552.0234375,3022.0,69.0,0.0,41.453125,196.0,12.0,552.0234375,3022.0,69.0,0.0,0.0,268.375,500.0,174.0,0.0,4,42,10.828125,0.0625,0.9375,7.125,8,6.465658664703369,8.0,8,8,4.5552849769592285e-05,0.13070041686296463,2.0043639708310366,0.4629605232330505,0.0,0.0,0.0,2.0043639708310366,0.0,178,1788,4.332227071747184,9.582936763763428e-05,1.1311044823378325,0.0030533447861671448,5.623085394501686,11.115078331902623,3.637932240962982e-05,0.061311751818553674,0.0535475844864032,2.9076428051986408e-05,105011,11.115078331902623,4723.808364831593,
17,0.056086043594405055,0.002423957908831653,0.0001823498338353602,0.0,1.0488481149077415,0.04670813761185855,0.0001823498338353602,0.000381064309294743,1.0487645417451859,0.04663368104957044,7.445770347658254e-05,0.0017484569107182324,0.008842766284942627,-0.021164610981941223,1.0000795535743237,0.001204129308462143,0.09825026616454124,-0.0013461202615872025,3.0234375,0.29491144098092803,180.56435108184814,187.27734375,132.0468406677246,5e-06,17,0,0.7017155289649963,0.995312511920929,0.0,0.7017155289649963,0.995312511920929,0.0,-0.2567235231399536,2.4748661518096924,-2.451606273651123,-0.2567235231399536,2.4748661518096924,-2.451606273651123,1042.8359375,3201.0,154.0,0.0,82.03125,219.0,13.0,1042.8359375,3201.0,154.0,0.0,0.0,255.0,406.0,160.0,0.0,4,42,19.828125,0.0,1.0,6.0625,8,5.613724231719971,8.0,8,8,4.964694380760193e-05,0.1275254264473915,2.4065736159682274,0.978159858219442,0.0,0.0,0.0,2.4065736159682274,0.0,216,2340,4.720387913286686,9.673461318016052e-05,1.533870067447424,0.004811873659491539,8.222082056105137,14.516517231240869,3.625266253948212e-05,0.035363214141776,0.04949394157404536,2.8965728162214378e-05,166123,14.516517231240869,5721.86142701254,
18,0.04985510045662522,0.002264815517264651,-0.00019648820568818337,0.0,1.0501282289624214,0.0481583324726671,-0.00019648820568818337,0.000374025730707217,1.0502739548683167,0.048312537372112274,-0.00015420572162838653,0.0024718997883610427,0.029802151024341583,-0.022651147097349167,0.9998561441898346,0.0019234195351600647,0.08631186187267303,-0.0025430795503780246,1.6171875,0.2886157018019146,180.56435108184814,187.27734375,132.10996627807617,5e-06,18,0,0.7232491374015808,2.59375,0.0,0.7232491374015808,2.59375,0.0,-0.2782725691795349,2.130547046661377,-2.4724652767181396,-0.2782725691795349,2.130547046661377,-2.4724652767181396,991.578125,3046.0,117.0,0.0,80.0,227.0,12.0,991.578125,3046.0,117.0,0.0,0.0,241.625,419.0,174.0,0.0,4,42,19.453125,0.125,0.875,6.0,8,5.7859930992126465,8.0,8,8,4.838965833187103e-05,0.1315478626638651,2.5804235115647316,0.9452130487770773,0.0,0.0,0.0,2.5804235115647316,0.0,177,2255,4.86792035587132,0.00010150671005249023,1.5026057306677103,0.0031125694513320923,7.8828887566924095,14.281170571222901,4.0240585803985596e-05,0.038353637319545233,0.04993911154065511,1.9718526774355984e-05,157850,14.281170571222901,5526.507761138072,
19,0.06545324670150876,0.003029219646123238,0.00031938639222062193,0.0,1.0464698672294617,0.043803934182506055,0.00031938639222062193,0.0005085817492727074,1.0459847450256348,0.04340850422158837,0.00039543143793707713,0.0036057845427421853,0.04606398940086365,-0.02719973772764206,1.0004181452095509,0.0013926252722740173,0.06665542349219322,0.05776452459394932,4.1953125,0.28351159962998806,180.56435108184814,187.27734375,132.25894927978516,5e-06,19,0,0.8066916465759277,0.9938775300979614,0.0,0.8066916465759277,0.9938775300979614,0.0,-0.40084269642829895,2.4747190475463867,-2.474839925765991,-0.40084269642829895,2.4747190475463867,-2.474839925765991,697.4765625,3430.0,102.0,0.0,50.7890625,420.0,12.0,697.4765625,3430.0,102.0,0.0,0.0,269.625,477.0,174.0,0.0,4,42,11.6875,0.0,1.0,7.0625,8,6.453533172607422,8.0,8,8,3.205053508281708e-05,0.12352479435503483,3.992561934515834,0.5537669523764635,0.0,0.0,0.0,3.992561934515834,0.0,396,2197,6.372574057430029,0.00010492093861103058,1.271437719464302,0.003050541505217552,6.330839388072491,14.002390518784523,3.591179847717285e-05,0.07137979611131678,0.05114218054974586,2.4643074144047955e-05,123789,14.002390518784523,4420.280945383371,
20,0.05007490562275052,0.0031820697113289498,0.0011539299491687416,0.0,1.0471434518694878,0.043796571786515415,0.0011539299491687416,0.0005522302446934191,1.0457480549812317,0.042503088363446295,0.0012934852256876184,0.003420532520976849,0.029414160177111626,-0.028129342943429947,1.0013146437704563,-0.00012144818902015686,-0.051219213753938675,0.03137603437062353,2.05078125,0.2861046963151175,180.56435108184814,187.27734375,132.12697982788086,5e-06,20,0,0.7971222400665283,0.9984375238418579,0.0,0.7971222400665283,0.9984375238418579,0.0,-0.31534120440483093,1.2076122760772705,-2.474827766418457,-0.31534120440483093,1.2076122760772705,-2.474827766418457,759.0078125,3314.0,69.0,0.0,55.515625,199.0,12.0,759.0078125,3314.0,69.0,0.0,0.0,262.75,482.0,160.0,0.0,4,42,13.984375,0.0,1.0,6.9375,8,6.376977920532227,8.0,8,8,2.9377639293670654e-05,0.12494687922298908,2.1760089565068483,0.631905365473358,0.0,0.0,0.0,2.1760089565068483,0.0,407,2971,4.464273616671562,0.0001013241708278656,1.3066800590604544,0.00308116152882576,6.640134461224079,12.438317932188511,3.7243589758872986e-05,0.04595095999785454,0.050771376390442935,2.3558982519599036e-05,130785,12.438317932188511,5257.34270152188,
21,0.04206811526091769,0.0011286921144346707,0.0002247067384928414,0.0,1.0367371141910553,0.03521714924136177,0.0002247067384928414,0.00025634550913622434,1.036528930068016,0.03502644330728799,0.0001907055527681223,0.0015897996181593044,0.01833663135766983,-0.011903144419193268,1.0001953169703484,0.000552736222743988,0.039722565561532974,0.018585415857160115,1.49609375,0.28299931640032017,180.56435108184814,187.27734375,132.1297721862793,5e-06,21,0,0.7917004823684692,1.171875,0.0,0.7917004823684692,1.171875,0.0,-0.12245462834835052,1.7448750734329224,-2.474109411239624,-0.12245462834835052,1.7448750734329224,-2.474109411239624,753.015625,3179.0,69.0,0.0,63.8359375,216.0,12.0,753.015625,3179.0,69.0,0.0,0.0,244.625,366.0,177.0,0.0,4,42,15.765625,0.0,1.0,6.8125,8,6.333604335784912,8.0,8,8,3.394670784473419e-05,0.1253329236060381,2.2770770080387592,0.7160909392405301,0.0,0.0,0.0,2.2770770080387592,0.0,266,2110,4.596685018390417,0.00010029226541519165,1.3297812957316637,0.0030514635145664215,6.520830502733588,12.476481882855296,3.702007234096527e-05,0.04769038053649303,0.05106446853305133,2.3895938186709436e-05,127698,12.476481882855296,5117.548408236688,
22,0.039705044706352055,0.0026542330451775342,0.0005842965747433482,0.0,1.035659797489643,0.033903592033311725,0.0005842965747433482,0.0003057290291508252,1.0351069420576096,0.03344182443106547,0.00046176778323570034,0.0020085879950784147,0.018564939498901367,-0.024249084293842316,1.0004706867039204,5.6624412536621094e-05,0.021358899772167206,0.013096418115310371,1.46875,0.2897704086576204,180.56435108184814,187.27734375,132.2979507446289,5e-06,22,0,0.7730922102928162,0.996874988079071,0.0,0.7730922102928162,0.996874988079071,0.0,-0.1986035704612732,1.685774564743042,-2.474365711212158,-0.1986035704612732,1.685774564743042,-2.474365711212158,831.6953125,3271.0,86.0,0.0,69.296875,235.0,12.0,831.6953125,3271.0,86.0,0.0,0.0,265.625,377.0,178.0,0.0,4,42,15.671875,0.0625,0.9375,6.4375,8,6.1847381591796875,8.0,8,8,3.0141323804855347e-05,0.13175700418651104,2.5254195481538773,0.7799749215773772,0.0,0.0,0.0,2.5254195481538773,0.0,377,1619,4.8899020049721,9.862333536148071e-05,1.383360531181097,0.003324657678604126,7.081101598218083,13.382323436439037,3.6630779504776e-05,0.04593311858282781,0.050414729050300686,2.367028826334128e-05,140457,13.382323436439037,5247.855526251383,
23,0.046859271824359894,0.002402457088464871,0.00016599337868683506,0.0,1.04123193025589,0.039496077108196914,0.00016599337868683506,0.00045163309459894663,1.0412288159132004,0.039476360427215695,1.971625351870898e-05,0.0029202219666331075,0.03235505521297455,-0.04735817015171051,1.000044871121645,0.001545500010251999,0.03595689684152603,0.02749746703193523,2.2890625,0.2919781698416751,180.56435108184814,187.27734375,132.17002868652344,5e-06,23,0,0.7446143627166748,0.9963265061378479,0.0,0.7446143627166748,0.9963265061378479,0.0,-0.24786622822284698,1.6201814413070679,-2.4747233390808105,-0.24786622822284698,1.6201814413070679,-2.4747233390808105,863.65625,3251.0,148.0,0.0,69.5390625,218.0,12.0,863.65625,3251.0,148.0,0.0,0.0,248.8125,367.0,160.0,0.0,4,42,16.625,0.0625,0.9375,6.4375,8,5.956915378570557,8.0,8,8,5.0688162446022034e-05,0.13191264495253563,2.3628459628671408,0.7907307644491084,0.0,0.0,0.0,2.3628459628671408,0.0,287,2504,4.623563786968589,0.00010481290519237518,1.4128255099058151,0.003343740478157997,7.111964672803879,13.186608394607902,3.783777356147766e-05,0.041824038308866635,0.04994497508921514,2.3481983188839555e-05,142396,13.186608394607902,5399.265517668165,
24,0.030828848597593606,0.0012774243805324659,0.0004921443770911083,0.0,1.0180100426077843,0.017353097638988402,0.0004921443770911083,0.0002604236226737555,1.0176238417625427,0.01700292868190445,0.00035016916103813855,0.0011614983395702438,0.014169219881296158,-0.0072983913123607635,1.000353366136551,6.397441029548645e-05,-0.004990503191947937,0.029424533859128132,1.5,0.2732596368271938,180.56435108184814,187.27734375,132.14628982543945,5e-06,24,0,0.9075130820274353,0.9959183931350708,0.0,0.9075130820274353,0.9959183931350708,0.0,-0.23202328383922577,0.7944554090499878,-2.474824905395508,-0.23202328383922577,0.7944554090499878,-2.474824905395508,507.125,3023.0,69.0,0.0,37.734375,231.0,12.0,507.125,3023.0,69.0,0.0,0.0,282.8125,473.0,174.0,0.0,4,42,8.96875,0.0,1.0,7.625,8,7.260104656219482,8.0,8,8,7.19558447599411e-05,0.1235576719045639,2.309901798143983,0.39885494133341126,0.0,0.0,0.0,2.309901798143983,0.0,218,2849,4.6746194791048765,0.00013003312051296234,1.1805856879800558,0.004371223971247673,5.30667701177299,11.191773131489754,4.137493669986725e-05,0.07201471960661937,0.05248315740736006,4.323150537273195e-05,101112,11.191773131489754,4517.246678075792,
25,0.038249861769145355,0.0018709098658291623,0.00042523935098870425,0.0,1.0274504348635674,0.026172030142333824,0.00042523935098870425,0.00035992027429188056,1.027053415775299,0.025811282350332476,0.0003607491624961767,0.0015883093883530819,0.014283724129199982,-0.019527092576026917,1.0003660432994366,0.0005601383745670319,0.014855016022920609,0.038636420722468756,1.63671875,0.28291625313588864,180.56435108184814,187.27734375,132.1283416748047,5e-06,25,0,0.8297944068908691,0.9938775300979614,-0.09375,0.8297944068908691,0.9938775300979614,-0.09375,-0.32572221755981445,1.5792206525802612,-2.474865674972534,-0.32572221755981445,1.5792206525802612,-2.474865674972534,666.71875,3441.0,102.0,0.0,48.7578125,210.0,13.0,666.71875,3441.0,102.0,0.0,0.0,274.25,440.0,174.0,0.0,4,42,11.5625,0.0,1.0,7.25,8,6.638355255126953,8.0,8,8,4.7964975237846375e-05,0.12603238224983215,2.2237206250429153,0.5338680618442595,0.0,0.0,0.0,2.2237206250429153,0.0,265,2273,4.37666005641222,9.762495756149292e-05,1.269288470968604,0.0035043247044086456,6.2395122572779655,11.922408843412995,3.631971776485443e-05,0.051284978397143424,0.051804259716365826,2.909505416964436e-05,120444,11.922408843412995,5051.160448441761,
26,0.04019196663284674,0.002698386597330682,-9.078565923914539e-05,0.0,1.030788704752922,0.02957596385385841,-9.078565923914539e-05,0.0003340136875067401,1.0307562202215195,0.02954056693124585,3.539668676921792e-05,0.00189831751777092,0.017497997730970383,-0.01797870546579361,1.0000437647104263,0.0015544965863227844,0.16346459463238716,0.024732149235205725,1.375,0.2853211309780877,180.56435108184814,187.27734375,132.12871551513672,5e-06,26,0,0.7757418155670166,0.9979591965675354,0.0,0.7757418155670166,0.9979591965675354,0.0,-0.21828727424144745,2.474865436553955,-1.6085307598114014,-0.21828727424144745,2.474865436553955,-1.6085307598114014,701.4140625,3322.0,116.0,0.0,54.4453125,221.0,12.0,701.4140625,3322.0,116.0,0.0,0.0,263.375,472.0,167.0,0.0,4,42,13.171875,0.0,1.0,6.75,8,6.205934524536133,8.0,8,8,4.737824201583862e-05,0.13360260240733624,2.355209056288004,0.6116226718149846,0.0,0.0,0.0,2.355209056288004,0.0,254,3322,4.711245261132717,9.264424443244934e-05,1.2822667174041271,0.003050178289413452,6.308686774224043,12.331425979733467,4.1600316762924194e-05,0.05247485839022418,0.051085379529398775,2.4699199868927407e-05,123493,12.331425979733467,5007.247345236435,
27,0.044957819511182606,0.0018039401584246662,0.0006435371135466994,0.0,1.0355144664645195,0.034321153652854264,0.0006435371135466994,0.0004654927094662753,1.034979909658432,0.03381180780706927,0.0005093462450531661,0.0025802723721426446,0.033886633813381195,-0.02076876163482666,1.000520497560501,0.0005971118807792664,0.15588794276118279,-0.010170227382332087,3.046875,0.2983622749690277,180.56435108184814,187.27734375,132.32078170776367,5e-06,27,0,0.7193063497543335,0.9906250238418579,0.0,0.7193063497543335,0.9906250238418579,0.0,-0.06816268712282181,2.47481107711792,-1.6620988845825195,-0.06816268712282181,2.47481107711792,-1.6620988845825195,985.3671875,3069.0,102.0,0.0,77.671875,222.0,12.0,985.3671875,3069.0,102.0,0.0,0.0,262.875,439.0,167.0,0.0,4,42,17.96875,0.0625,0.9375,6.375,8,5.754450798034668,8.0,8,8,3.8351863622665405e-05,0.1211585495620966,2.406906880438328,0.862527568693622,0.0,0.0,0.0,2.406906880438328,0.0,216,2624,4.763626413419843,0.00010978430509567261,1.5093592964112759,0.0033480990678071976,7.849183119833469,14.15195712633431,4.034675657749176e-05,0.03776849059614391,0.049126478609503796,2.095508726526176e-05,159775,14.15195712633431,5644.978944385252,
28,0.039831476111430675,0.001911151448439341,0.00025560956601111684,0.0,1.0363432839512825,0.034822255809558555,0.00025560956601111684,0.0003946129327232484,1.0362360924482346,0.034770216792821884,5.203907858231105e-05,0.002272452475153841,0.028994135558605194,-0.013561218976974487,1.0000625364482403,0.0010184571146965027,0.04775853082537651,0.0015986388316377997,1.9375,0.28593182665853656,180.56435108184814,187.27734375,132.2530059814453,5e-06,28,0,0.7809290885925293,0.9954081773757935,0.0,0.7809290885925293,0.9954081773757935,0.0,-0.2123068869113922,1.2335282564163208,-2.4710042476654053,-0.2123068869113922,1.2335282564163208,-2.4710042476654053,808.9453125,3062.0,102.0,0.0,67.1171875,249.0,12.0,808.9453125,3062.0,102.0,0.0,0.0,243.5625,363.0,174.0,0.0,4,42,15.5,0.0625,0.9375,6.625,8,6.247433185577393,8.0,8,8,3.551878035068512e-05,0.1370146032422781,2.6311747767031193,0.7587455223256256,0.0,0.0,0.0,2.6311747767031193,0.0,331,2390,4.834793364629149,0.00011525489389896393,1.328060071915388,0.0033976733684539795,6.813278812915087,13.005890965461731,3.9847567677497864e-05,0.04669267820396107,0.05057324999751402,2.522007236031487e-05,134721,13.005890965461731,5179.229948865605,
29,0.036832815734669566,0.0007661215968255419,0.0004833869909361965,0.0,1.0300240367650986,0.028399988455930725,0.0004833869909361965,0.000243487730148928,1.029524341225624,0.027950590825639665,0.00044939809930610863,0.000945425427516966,0.01546315848827362,-0.007294446229934692,1.000451397150755,4.51505184173584e-06,-0.0051441192626953125,0.013410819272394292,0.6953125,0.29155739966403693,180.56435108184814,187.27734375,132.1966094970703,5e-06,29,0,0.6849653124809265,0.9959183931350708,0.0,0.6849653124809265,0.9959183931350708,0.0,-0.08982792496681213,1.6284352540969849,-1.6174992322921753,-0.08982792496681213,1.6284352540969849,-1.6174992322921753,819.1953125,2561.0,116.0,0.0,70.2109375,268.0,13.0,819.1953125,2561.0,116.0,0.0,0.0,257.25,482.0,174.0,0.0,4,42,16.4375,0.125,0.875,6.125,8,5.479722499847412,8.0,8,8,3.355555236339569e-05,0.13481519185006618,2.7498798836022615,0.7981963399070082,0.0,0.0,0.0,2.7498798836022615,0.0,330,1452,4.8277870044112206,0.00011422298848628998,1.353028740733862,0.0031871460378170013,6.875153159722686,13.086689583957195,4.044733941555023e-05,0.046041628164178075,0.04989768958683954,2.3131299037028713e-05,137785,13.086689583957195,5264.318341015319,
30,0.03815095778554678,0.0032051733578555286,0.0009260418123631098,0.0,1.0269693285226822,0.02593137789517641,0.0009260418123631098,0.000800381853878207,1.0268259793519974,0.02584297233261168,8.840532427711878e-05,0.003106763535470236,0.040266651660203934,-0.018658237531781197,1.0001111775636673,0.001091286540031433,0.05440714582800865,0.02253500313963741,3.296875,0.28060883334178677,180.56435108184814,187.27734375,132.38276290893555,5e-06,30,0,0.8660109043121338,0.9959183931350708,0.0,0.8660109043121338,0.9959183931350708,0.0,-0.21472018957138062,2.474865674972534,-2.474839687347412,-0.21472018957138062,2.474865674972534,-2.474839687347412,653.15625,3204.0,102.0,0.0,43.4140625,235.0,12.0,653.15625,3204.0,102.0,0.0,0.0,257.875,380.0,174.0,0.0,4,42,10.203125,0.0,1.0,7.4375,8,6.92808723449707,8.0,8,8,3.299489617347717e-05,0.12914562597870827,2.3362572211772203,0.47199296053440776,0.0,0.0,0.0,2.3362572211772203,0.0,250,2332,4.424745097756386,0.00011510401964187622,1.255631484091282,0.0032336022704839706,5.993297528475523,11.702906945720315,4.3898820877075195e-05,0.05292504064107442,0.05139520399680585,2.7729584180735864e-05,116612,11.702906945720315,4982.180946189798,
31,0.04831562773324549,0.0018515040646889247,0.0006050252206932782,0.0,1.037503108382225,0.03500210796482861,0.0006050252206932782,0.0004350794115453027,1.0369260162115097,0.03449362050741911,0.0005084877570880053,0.0019292806064186152,0.035869985818862915,-0.0068760886788368225,1.000517413020134,0.0005041882395744324,0.03428022190928459,0.017401991062797606,5.265625,0.2912410860431621,180.56435108184814,187.27734375,132.31195831298828,5e-06,31,0,0.8016414046287537,0.9921875,0.0,0.8016414046287537,0.9921875,0.0,-0.215205579996109,2.4748659133911133,-2.468413829803467,-0.215205579996109,2.4748659133911133,-2.468413829803467,884.5546875,3342.0,116.0,0.0,69.6953125,281.0,12.0,884.5546875,3342.0,116.0,0.0,0.0,254.125,368.0,174.0,0.0,4,42,15.125,0.0,1.0,6.9375,8,6.413130760192871,8.0,8,8,5.7015568017959595e-05,0.13629569672048092,2.8197787515819073,0.777324845068506,0.0,0.0,0.0,2.8197787515819073,0.0,292,2598,4.831996789202094,0.00011040084064006805,1.4212387278676033,0.0031994283199310303,7.271046318113804,13.568829614669085,4.2067840695381165e-05,0.042676812919654965,0.049886767968067486,2.1951330144774515e-05,145751,13.568829614669085,5370.802203987826,
